nom;idparking;idparkingcriter;commune;insee;proprietaire;gestionnaire;idfournisseur;voieentree;voiesortie;avancement;annee;typeparking;situation;parkingtempsreel;gabarit;capacite;capacite2rm;capacitevelo;capaciteautopartage;capacitepmr;usage;vocation;reglementation;fermeture;observation;codetype;gid;lon;lat
Place Charles de Gaulle;P532;;Meyzieu;69282;GRAND LYON;GRAND LYON;;Rue Saulnier/Rue République;Rue Saulnier/Rue République;Existant;;Poche de stationnement;En surface;False;;57;0;6;0;4;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;zone bleue 2h;5;6518;5,00249060743091;45,766721413736
Espace Fleurieu;P403;;Fleurieu-sur-Saône;69085;COMMUNE;COMMUNE;;Rue du Stade;Rue du Stade;Existant;1989;Poche de stationnement;En surface;False;;14;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;2891;4,84588667256458;45,8634501217715
Alexander Fleming;P547;;Caluire-et-Cuire;69034;COMMUNE;COMMUNE;;Avenue Alexander Fleming;Avenue Alexander Fleming;Existant;;Poche de stationnement;En surface;False;;80;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6582;4,84897702855334;45,7926196773465
Monoprix;P117;;Lyon 4e Arrondissement;69384;MONOPRIX;MONOPRIX;;7 rue de Cuire;;Existant;;Parc privé (ou concédé non GL);;;;142;;;;;;;;;réservé;4;702;4,83039079547855;45,7762249010872
Place de l'Abbé Boursier;P733;;Saint-Didier-au-Mont-d'Or;69194;GRAND LYON;GRAND LYON;;Avenue de la République;Rue du Castellard;Existant;;Poche de stationnement;En surface;False;3.5;46;0;0;0;2;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;;5;8043;4,79816287319908;45,8108314956659
Lyon Eurexpo;P129;109;Chassieu;69271;VINCI;INDIGO;;Eurexpo;Eurexpo;Existant;;Parc privé (ou concédé non GL);En surface;False;;10000;0;0;0;0;Horaire;Evènementielle;Payant;;ouverture liée à celle d'Eurexpo;4;1023;4,94589348396018;45,7351552083166
Stade Jean Zay;P635;;Grigny;69096;GRAND LYON;GRAND LYON;;Avenue Jean Durand;Avenue Jean Durand;Existant;;Poche de stationnement;En surface;False;;10;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7057;4,78654460816572;45,6088434659067
Bibliothèque Jacques Brel;P440;;Neuville-sur-Saône;69143;;COMMUNE;;Place Villeroy;Place Villeroy;Existant;;Poche de stationnement;En surface;False;;10;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;5767;4,83957523916742;45,8755635005815
Passe Chanin;P493;;La Tour-de-Salvagny;69250;COMMUNE;COMMUNE;;Allée de Passe Chanin;Allée de Passe Chanin;Existant;;Poche de stationnement;En surface;False;;15;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6145;4,71882843117682;45,8139372511782
Gare de Chessy;P1069;;;;;SNCF;;Avenue du Stade;Avenue du Stade;Existant;;P+R Gare;En surface;False;;21;;;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;2;8564;4,62226249982428;45,8855450003892
St Laurent de Vaux - Mairie;P975;;;;COMMUNE;COMMUNE;;Place de la Mairie;Place de la Mairie;Existant;;Aire de covoiturage hors GL;En surface;False;;6;;;;;Libre;;Gratuit;Ouvert 24h/24h;;7;8359;4,63125835615089;45,7149307582019
Champvert;P739;;Lyon 9e Arrondissement;69389;GRAND LYON;GRAND LYON;;Avenue Barthélémy Buyer;Avenue Barthélémy Buyer;Existant;;Poche de stationnement;En surface;False;;115;0;0;0;0;Libre;Mixte;Gratuit;Marché;;5;8049;4,79765289484414;45,7637097474974
Tennis Chassieu;P1035;;Chassieu;69271;COMMUNE;COMMUNE;;Rue des Robertières;Rue des Robertières;Existant;;Poche de stationnement;En surface;False;;39;0;6;0;2;Libre;Mixte;Gratuit;;;5;8509;4,95777049022531;45,7462379227839
Durel;P425;;Saint-Fons;69199;GRAND LYON;GRAND LYON;;Rue Paul Bert;Rue Marcellin Berthelot;Existant;2009;Poche de stationnement;En surface;False;2.5;13;0;6;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;3849;4,8570283529145;45,707248917565
Diderot;P336;;Oullins;69149;COMMUNE;COMMUNE;;Rue Diderot;Rue Diderot;Existant;;Poche de stationnement;En surface;False;;20;;;;;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;1098;4,80924240860931;45,7134166403783
Fraternité SAD;P667;;Décines-Charpieu;69275;;;;Rue de la Fraternité;Rue de la Fraternité;Existant;;Poche de stationnement;En surface;False;;20;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;7107;4,9545557013961;45,7743851105757
Gendarmerie;P578;;Dardilly;69072;GRAND LYON;GRAND LYON;;Avenue de Verdun;Avenue de Verdun;Existant;2008;Poche de stationnement;En surface;False;;5;0;3;0;1;Libre;;Gratuit;Ouvert 24h/24h;;5;6967;4,75094032829904;45,8138567615437
Cap Vaise;P1058;;Lyon 9e Arrondissement;69389;;;;Rue Gorge de Loup;Rue Gorge de Loup;Existant;;Parc privé (ou concédé non GL);En ouvrage (en élévation);False;;100;;;;;Horaire;Commerciale;Payant;Nuit;Fermé de 21h à 7h;4;8514;4,80422255894781;45,7700449042679
Hôtel de Ville;P540;;Meyzieu;69282;COMMUNE;COMMUNE;;Rue d'Aquitaine;Rue d'Aquitaine;Existant;;Poche de stationnement;En surface;False;;49;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6523;5,005514374921;45,765020752947
Parking Cité Internationale P2;P26;18;Lyon 6e Arrondissement;69386;GRAND LYON;LPA;LPA0758;Quai Charles de Gaulle;Quai Charles de Gaulle;Existant;2006;Parc concédé GL;En ouvrage (sous-sol);True;1.9;1186;7;0;;;Mixte;Mixte;Payant;Ouvert 24h/24h;;1;717;4,85669505572418;45,7858901248652
Saint Maurice;P754;;Lyon 8e Arrondissement;69388;GRAND LYON;GRAND LYON;;Rue Saint Maurice;Rue Saint Nestor;Existant;;Poche de stationnement;En surface;False;;30;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h;;5;8075;4,86748991286715;45,7427676895027
Salle du Vallon;P307;;Curis-au-Mont-d'Or;69071;COMMUNE;COMMUNE;;Route des Monts d'Or;Route des Monts d'Or;Existant;;Poche de stationnement;En surface;False;;16;;;;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;1067;4,82053492915226;45,8706288725036
Halte Ferroviaire de Dardilly-les-Mouilles;P77;71;Dardilly;69072;REGION;SNCF;SNCF_25;Route d'Ecully;Route d'Ecully;Existant;;P+R Gare;En surface;False;;12;0;8;0;0;Libre;;Gratuit;Ouvert 24h/24h;Lyon-Lozanne;2;678;4,760129286167;45,7972939382647
Parking Gare Part-Dieu parc minute Vivier Merle;P34;;Lyon 3e Arrondissement;69383;GRAND LYON;LPA;;Boulevard Vivier Merle;Boulevard Vivier Merle;Existant;;Parc concédé GL;En ouvrage (sous-sol);False;;;;;;;Horaire;Commerciale;Payant;Ouvert 24h/24h;;1;6562;4,85935649557802;45,7606023570832
Centre;P295;;Craponne;69069;GRAND LYON;GRAND LYON;;Rue Centrale;Rue Centrale;Existant;;Poche de stationnement;En surface;False;;51;0;0;0;1;Libre;Commerciale;Zone bleue;Marché;samedi matin;5;1055;4,72371955976508;45,7457680839392
Baizet;P885;;Lyon 9e Arrondissement;69389;GRAND LYON;GRAND LYON;;Rue de St Cyr;Rue de St Cyr;Existant;;Poche de stationnement;En surface;False;;50;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;8245;4,8079586091218;45,7886928319556
Parking P0 - Aéroport Lyon - St-Exupéry;P1052;111;;;Aéroport Saint Exupé;Aéroport Saint Exupé;;Aéroport Saint Exupéry;Aéroport Saint Exupéry;Existant;;Parc privé (ou concédé non GL);En ouvrage (sous-sol);True;1.9;1169;;;0;11;Horaire;Commerciale;Payant;Ouvert 24h/24h;durée de stationnement conseillé 0 à 3 jours;4;8516;5,07734744076145;45,7199151928359
Place Eugène Wernert;P741;;Lyon 5e Arrondissement;69385;GRAND LYON;GRAND LYON;;Chemin de Choulans;Chemin de Choulans;Existant;;Poche de stationnement;En surface;False;;30;0;0;0;1;Horaire;Mixte;Payant;Ouvert 24h/24h;Horodateurs;5;8051;4,81620564498726;45,7549371653336
Cimetière de Saint Rambert;P758;;Lyon 9e Arrondissement;69389;COMMUNE;COMMUNE;;Montée des Balmes;Montée des Balmes;Existant;;Poche de stationnement;En surface;False;;13;0;0;0;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;8080;4,83439294323822;45,8032365175625
Eisenhower;P725;;Lyon 5e Arrondissement;69385;GRAND LYON;GRAND LYON;;Avenue Général Eisenhower;Avenue Général Eisenhower;Existant;;Poche de stationnement;En surface;False;;62;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8034;4,78194243000607;45,7528397682869
Grézieu la Varenne - Pôle sportif;P949;;;;COMMUNE;COMMUNE;;Route Neuve du Col de la Luère;Route Neuve du Col de la Luère;Existant;;Aire de covoiturage hors GL;En surface;False;;90;;;;;Libre;;Gratuit;Ouvert 24h/24h;CCVL;7;8312;4,69756623837758;45,7483793949142
Hôtel de Ville;P281;;Corbas;69273;GRAND LYON;GRAND LYON;;Rue Centrale;Avenue Salvador Allende;Existant;;Poche de stationnement;En surface;False;;29;0;0;0;1;Libre;Mixte;Gratuit;Marché;vendredi matin;5;1042;4,89860289279635;45,6708032087556
Stade;P919;;Saint-Cyr-au-Mont-d'Or;69191;GRAND LYON;GRAND LYON;;Rue du Stade;Rue du Stade;Existant;2012;Poche de stationnement;En surface;False;;49;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;ligne 20 et 71;5;8148;4,82572730090347;45,8117808468933
Langevin-Pressensé;P813;;Grigny;69096;GRAND LYON;GRAND LYON;;Pressensé/Langevin;Pressensé/Langevin;Existant;;Poche de stationnement;En surface;False;;8;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;sans marquage;5;8162;4,78069907357504;45,603734940962
Foyer Rural;P761;;Montanay;69284;COMMUNE;COMMUNE;;Rue des Maures;Rue des Maures;Existant;;Poche de stationnement;En surface;False;;80;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8084;4,86326575637595;45,8801362186922
Impasse Marcel Pagnol;P325;;Feyzin;69276;GRAND LYON;GRAND LYON;;Chemin sous le Fort;Chemin sous le Fort;Existant;;Poche de stationnement;En surface;False;;27;;;;;Libre;;Gratuit;Ouvert 24h/24h;;5;1085;4,86074846846978;45,6703639034302
Collège Odette Cartaillac;P1104;;Vaulx-en-Velin;69256;;;;Avenue des Canuts;Avenue des Canuts;Existant;2021;Poche de stationnement;En surface;False;2.1;;;;;3;Libre;Mixte;Gratuit;Ouvert 24h/24h;Arrêté N°20P51 du 19/01/2021;5;8590;4,92821014721719;45,7623616811413
Cimetière;P525;;Saint-Genis-les-Ollières;69205;GRAND LYON;GRAND LYON;;Rue des Mourrons;Rue des Mourrons;Existant;2012;Aire de covoiturage;En surface;False;;38;0;0;0;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;6;6187;4,73721586267259;45,7570541473689
P+R Décines Grand Large;P43;43;Décines-Charpieu;69275;SYTRAL;TCL;DECG;Rue Francisco Ferrer;Rue Francisco Ferrer;Existant;2006;P+R Sytral;En surface;True;2.0;57;0;0;0;2;Libre;;Gratuit;Nuit;T3 - Sans contrôle d'accès;3;757;4,97657794939564;45,7746606370642
Place Stengelin;P318;;Écully;69081;COMMUNE;COMMUNE;;Allée des Tullistes;Allée des Tullistes;Existant;;Poche de stationnement;En surface;False;;11;;;;1;Horaire;Mixte;Payant;Ouvert 24h/24h;;5;1078;4,78039044758032;45,7750494511585
Cimetière;P903;;Fontaines-Saint-Martin;69087;;;;Chemin du Cimetière;Chemin du Cimetière;Existant;;Poche de stationnement;En surface;False;;13;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;8263;4,85626672235601;45,8395039456092
Louis Duclos;P1002;;Vaulx-en-Velin;69256;COMMUNE;COMMUNE;;Rue Louis Duclos;Rue Louis Duclos;Existant;;Poche de stationnement;En surface;False;2.1;40;0;0;0;2;Libre;Mixte;Gratuit;Nuit;Arrêté n°1373bis du 15/04/2019;5;8452;4,92564605712823;45,7870786167712
Branly;P789;;Neuville-sur-Saône;69143;COMMUNE;COMMUNE;;Rue Pierre Dugelay;Rue Pierre Dugelay;Existant;;Poche de stationnement;En surface;False;;12;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8125;4,84185443770158;45,8754766352575
Rue des Frênes;P560;;Corbas;69273;GRAND LYON;GRAND LYON;;Rue des Frênes;Rue des Frênes;Existant;;Poche de stationnement;En surface;False;;12;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6933;4,89452985189602;45,6649432882303
Messimy - Bascule;P971;;;;COMMUNE;COMMUNE;;Route du Moulin Rose;Route du Moulin Rose;Existant;;Aire de covoiturage hors GL;En surface;False;;6;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;7;8355;4,68767711584778;45,6994204102637
Marjolet;P908;;Irigny;69100;COMMUNE;COMMUNE;;Rue du Marjolet;Rue du Marjolet;Existant;;Poche de stationnement;En surface;False;;6;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h;;5;8268;4,8235797633752;45,676903545424
Gare de la Verpillière;P1087;;;;;SNCF;;Avenue de la Gare;Avenue de la Gare;Existant;;P+R Gare;En surface;False;;260;;;0;7;Libre;Mixte;Gratuit;Ouvert 24h/24h;;2;8563;5,15086600024532;45,62760000011
Verchères;P827;;Chassieu;69271;COMMUNE;COMMUNE;;Route de Genas;Route de Genas;Existant;;Poche de stationnement;En surface;False;;12;0;0;0;1;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;;5;8176;4,97248639818565;45,7372381731382
Docteur Coblod;P601;;Vénissieux;69259;GRAND LYON;GRAND LYON;;Boulevard du Docteur Coblod;Boulevard du Docteur Coblod;Existant;;Poche de stationnement;En surface;False;;45;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7012;4,89691272988346;45,6965283510227
Radiant;P230;;Caluire-et-Cuire;69034;COMMUNE;COMMUNE;;Rue François Peissel;Rue François Peissel;Existant;;Poche de stationnement;En surface;False;;133;0;0;0;2;Libre;;Gratuit;Ouvert 24h/24h;;5;992;4,84321131339508;45,7973280938241
Gare de Grigny le Sablon;P82;63;Grigny;69096;COMMUNE;SNCF;SNCF_21;Rue Caraca;Rue Caraca;Existant;2009;P+R Gare;En surface;False;1.8;66;0;8;0;0;Libre;;Gratuit;Ouvert 24h/24h;Lyon-Saint-Etienne;2;669;4,79542353238227;45,6071819399322
Mollard;P669;;Décines-Charpieu;69275;;;;Avenue Jean Jaurès;Rue de l'Egalité;Existant;;Poche de stationnement;En surface;False;;9;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7109;4,96751700323368;45,7715036434205
CC Porte de Lyon;P149;;Limonest;69116;PRIVE;PRIVE;;RD306/Bretelle A6;RD306/Bretelle A6;Existant;;Parc privé (ou concédé non GL);En surface;False;;1400;;;0;11;Libre;Commerciale;Gratuit;Ouvert 24h/24h;;4;8065;4,76745949113771;45,8205200470845
Ecole des Noyeraies;P573;;Dardilly;69072;COMMUNE;COMMUNE;;Chemin de la Liasse;Chemin de la Liasse;Existant;;Poche de stationnement;En surface;False;;18;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;;5;6961;4,75266015456427;45,8083140671383
Jean Jaurès Tramway Impair;P641;;Décines-Charpieu;69275;;;;R. A. France/R. E. Bertrand;R. A. France/R. E. Bertrand;Existant;;Poche de stationnement;En surface;False;;16;0;5;0;1;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;;5;7074;4,95207017758435;45,7700783480387
Garage de l'Europe;P121;;Lyon 6e Arrondissement;69386;Particulier;Particulier;;Rue Vendôme;Rue Vendôme;Existant;;Parc privé (ou concédé non GL);En ouvrage (en élévation);False;1.9;388;;;;;;;Payant;Ouvert 24h/24h;locatif;4;709;4,8438841562871;45,7744268749599
Les Ormes;P434;;Saint-Cyr-au-Mont-d'Or;69191;GRAND LYON;GRAND LYON;;Place Auguste Gouverne;Place Auguste Gouverne;Existant;;Poche de stationnement;En surface;False;;8;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;4166;4,82127975557287;45,8066560068377
Martyrs de la Résistance;P348;;Vénissieux;69259;COMMUNE;COMMUNE;;Rue des Martyrs de la Résista*;Rue des Martyrs de la Résista*;Existant;;Poche de stationnement;En surface;False;;200;0;0;0;6;Libre;;Gratuit;Fermé pour travaux;;5;1108;4,86985524989474;45,6907945403685
Place Charles de Gaulle;P299;;Craponne;69069;COMMUNE;COMMUNE;;Avenue Jean Bergeron;Avenue Jean Bergeron;Existant;;Poche de stationnement;En surface;False;;12;0;6;0;1;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;;5;1059;4,72289595890317;45,7431933372604
Saint-Isidore;P718;;Lyon 3e Arrondissement;69383;GRAND LYON;GRAND LYON;;Rue Saint Isidore;Rue Saint Isidore;Existant;;Poche de stationnement;En surface;False;;29;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8027;4,88365042866349;45,7535717441849
