nom;idparking;idparkingcriter;commune;insee;proprietaire;gestionnaire;idfournisseur;voieentree;voiesortie;avancement;annee;typeparking;situation;parkingtempsreel;gabarit;capacite;capacite2rm;capacitevelo;capaciteautopartage;capacitepmr;usage;vocation;reglementation;fermeture;observation;codetype;gid;lon;lat
CC Sept chemins;P148;;Vaulx-en-Velin;69256;PRIVE;PRIVE;;Rue des 7 chemins;Rue des 7 chemins;Existant;;Parc privé (ou concédé non GL);En surface;False;;1800;;;0;10;Libre;Commerciale;Gratuit;Ouvert 24h/24h;;4;8067;4,93153175970416;45,7479237407765
P+R Parilly;P53;47;Vénissieux;69259;SYTRAL;TCL;PAR;Avenue Jules Guesde;Rue Nelson Mandela;Existant;1992;P+R Sytral;En surface;True;2.0;310;0;0;0;6;Libre;;Gratuit;Nuit;Métro D - Sans contrôle d'accès;3;764;4,88567778867423;45,7201138840626
Cimetière;P501;;La Tour-de-Salvagny;69250;COMMUNE;COMMUNE;;Allée du Cimetière;Allée du Cimetière;Existant;;Poche de stationnement;En surface;False;;20;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;6153;4,71301121002934;45,8136980256852
Porte des Monts d'Or;P204;;Albigny-sur-Saône;69003;COMMUNE;COMMUNE;;Avenue Henri Barbusse;Quai Général de Gaulle;Existant;;Poche de stationnement;En surface;False;;10;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;965;4,83449520527882;45,8655686798033
Piscine de Vaise;P892;;Lyon 9e Arrondissement;69389;COMMUNE;COMMUNE;;Avenue Sidoine Apollinaire;Avenue Sidoine Apollinaire;Existant;;Poche de stationnement;En surface;False;;70;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;8252;4,79692929969297;45,7702973555494
Parking P5 - Aéroport Lyon - St-Exupéry;P1055;115;;;Aéroport Saint Exupé;Aéroport Saint Exupé;;Aéroport Saint Exupéry;Aéroport Saint Exupéry;Existant;;Parc privé (ou concédé non GL);En surface;True;2.6;6898;;0;0;2;Horaire;Commerciale;Payant;Ouvert 24h/24h;durée de stationnement conseillé 3 à 90 jours;4;8519;5,06940468837946;45,7213280345112
La Rochère;P805;;Grigny;69096;GRAND LYON;GRAND LYON;;Rue Emmanuel Rolland;Rue Emmanuel Rolland;Existant;;Poche de stationnement;En surface;False;;12;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8154;4,7921677324628;45,6110390541089
Complexe sportif Moulin Caron;P313;;Dardilly;69072;GRAND LYON;GRAND LYON;;Chemin de Parsonge;Chemin de Parsonge;Existant;2007;Poche de stationnement;En surface;False;;67;0;4;0;2;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;1073;4,75663553757798;45,8126236187625
Victor Hugo;P400;;Feyzin;69276;GRAND LYON;GRAND LYON;;Rue Victor Hugo;Rue Victor Hugo;Existant;;Poche de stationnement;En surface;False;;4;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h;;5;2888;4,86186309325421;45,6749551715818
Place Anatole France;P340;;Oullins;69149;GRAND LYON;GRAND LYON;;Rue Voltaire;Rue Voltaire;Existant;;Poche de stationnement;En surface;False;;100;;;;1;Horaire;Mixte;Payant;Marché;mardi matin + jeudi matin;5;1100;4,80487190387523;45,7142044717723
Gare de Chaponost;P1082;;;;;SNCF;;Route de la Gare;Route de la Gare;Existant;;P+R Gare;En surface;False;;65;;;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;2;8537;4,76430140035213;45,6984889003816
Maison Champ;P681;;Saint-Genis-Laval;69204;GRAND LYON;GRAND LYON;;Rue Charles Luizet;Rue Charles Luizet;Existant;;Poche de stationnement;En surface;False;;37;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7138;4,79228288715669;45,6967144047987
Rue du Musée;P612;;Rochetaillée-sur-Saône;69168;COMMUNE;COMMUNE;;Rue du Musée;Rue du Musée;Existant;1990;Poche de stationnement;En surface;False;;15;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;7027;4,83604884809516;45,8411570695558
Boulodrome;P206;;Bron;69029;COMMUNE;COMMUNE;;Rue Jules Verne;Rue Jules Verne;Existant;;Poche de stationnement;En surface;False;;110;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;967;4,91078410043624;45,7276534328923
Palais des Sports;P751;;Lyon 7e Arrondissement;69387;GRAND LYON;GRAND LYON;;Rue Jean-Pierre Chevrot;Rue Jean-Pierre Chevrot;Existant;;Poche de stationnement;En surface;False;1.9;850;0;0;0;0;Libre;Evènementielle;Gratuit;Nuit;parking Plan pollution;5;8072;4,82943958994892;45,7248964877922
Cimetière;P699;;Jonage;69279;COMMUNE;COMMUNE;;R. Repos/R. Pré Sud;R. Repos/R. Pré Sud;Existant;;Poche de stationnement;En surface;False;2.0;60;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;7167;5,04212432850706;45,7936533560065
Poumeyrol Ouest;P548;;Caluire-et-Cuire;69034;GRAND LYON;GRAND LYON;;Avenue de Poumeyrol;Avenue de Poumeyrol;Existant;;Poche de stationnement;En surface;False;;80;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6897;4,8598009255419;45,7892482842712
Médiathèque;P599;;Vénissieux;69259;COMMUNE;COMMUNE;;Rue Gambetta;Rue Gambetta;Existant;;Poche de stationnement;En surface;False;;43;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;;5;7010;4,88391672716683;45,6958229388824
Platanes;P415;;Saint-Fons;69199;GRAND LYON;GRAND LYON;;Rue des Platanes;Rue des Platanes;Existant;;Poche de stationnement;En surface;False;;70;0;6;0;2;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;;5;3842;4,85475301086303;45,7076644314278
CC Taffignon;P147;;Francheville;69089;PRIVE;PRIVE;;Av. Taffignon/Rte Libération;Av. Taffignon/Rte Libération;Existant;;Parc privé (ou concédé non GL);En surface;False;;1120;;;0;20;Libre;Commerciale;Gratuit;Nuit;;4;8064;4,77427010374823;45,7345978729892
Bois de la Lune;P464;;Charbonnières-les-Bains;69044;;;;Chemin du Bois de la Lune;Chemin du Bois de la Lune;Existant;;Poche de stationnement;En surface;False;;6;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h;;5;6081;4,73547446293365;45,786324857099
Ecole du Centre;P603;;Vénissieux;69259;GRAND LYON;GRAND LYON;;Boulevard Laurent Gérin;Boulevard Laurent Gérin;Existant;;Poche de stationnement;En surface;False;;32;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;7014;4,88291229207745;45,7031731494069
Le Bol d'Air;P574;;Dardilly;69072;COMMUNE;COMMUNE;;Chemin des Ecoliers;Chemin des Ecoliers;Existant;2006;Poche de stationnement;En surface;False;;26;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;6962;4,75325983830912;45,8072271486787
Stade nautique Lucien Bonnard;P639;;Grigny;69096;GRAND LYON;GRAND LYON;;Rue Adrien Dutartre;Rue Adrien Dutartre;Existant;;Poche de stationnement;En surface;False;;4;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;;5;7060;4,80007858276744;45,6131207914652
Bottet;P352;;Rillieux-la-Pape;69286;SEDA;;;Rue de Madrid;Rue de Madrid;Existant;;Poche de stationnement;En surface;False;;250;0;0;0;2;Libre;Commerciale;Gratuit;Ouvert 24h/24h;;5;1284;4,90155149492488;45,8187184221118
P+R Mermoz;P66;108;Bron;69029;SYTRAL;TCL;MERP;Route Nationale 2043;Route Nationale 2043;Existant;2015;P+R Sytral;En ouvrage (sous-sol);True;;416;0;30;0;10;Libre;;Gratuit;Nuit;Métro D - Avec contrôle d'accès;3;8383;4,8897912204676;45,7305504037944
Montanay - Poype;P9008;;Montanay;69284;;TSMO;;Place de la Poype;;Existant;;Covoiturage spontané;;;;;;;;;;;;;Autohop;8;8330;4,86262310451103;45,8808421402949
Poleymieux - Gambins;P9019;;Poleymieux-au-Mont-d'Or;69153;;;;Route des Gambins;;Existant;;Covoiturage spontané;;;;;;;;;;;;;Autohop;8;8526;4,79596472980012;45,8524819474938
Parking rue Boutan;P1098;;Irigny;69100;GRAND LYON;GRAND LYON;;;;Existant;2021;Poche de stationnement;En surface;;;;;;;;Libre;;;Ouvert 24h/24h;;5;8585;4,80977887095635;45,6714683470861
Place du Repos;P358;;Francheville;69089;GRAND LYON;GRAND LYON;;Rue de l'Eglise;Rue de la Douline;Existant;;Poche de stationnement;En surface;False;;44;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;1605;4,76185771540338;45,7377056009347
Place de l'Eglise;P954;;Quincieux;69163;COMMUNE;COMMUNE;;Rue de la République;Rue de la République;Existant;;Poche de stationnement;En surface;False;;29;0;0;0;1;;Mixte;Gratuit;Ouvert 24h/24h;;5;8317;4,77895065296946;45,915012918516
Halle marchand;P384;;Genay;69278;COMMUNE;COMMUNE;;Place de Verdun;Rue de la Mairie;Existant;2005;Poche de stationnement;En surface;False;3.0;10;0;0;0;0;Libre;;Gratuit;Nuit;"fermé le WE ; surface couverte";5;2244;4,84132980849195;45,8974285849886
Charles de Gaulle A;P815;;Grigny;69096;GRAND LYON;GRAND LYON;;Rue Charles de Gaulle;Rue Charles de Gaulle;Existant;;Poche de stationnement;En surface;False;;11;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;8164;4,78352371986045;45,6068910881537
Parking P2 - Aéroport Lyon - St-Exupéry;P1053;112;;;Aéroport Saint Exupé;Aéroport Saint Exupé;;Aéroport Saint Exupéry;Aéroport Saint Exupéry;Existant;;Parc privé (ou concédé non GL);En surface;True;2.6;679;;0;0;12;Horaire;Commerciale;Payant;Ouvert 24h/24h;durée de stationnement 24h maxi;4;8517;5,07872295303945;45,7218167171826
Gare de Saint Quentin Fallavier;P1086;;;;;SNCF;;Rue de la Scierie;Rue de la Scierie;Existant;;P+R Gare;En surface;False;;80;;;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;2;8556;5,09989599971993;45,6381089998935
Parking des Roberdières;P1052;;Chassieu;69271;COMMUNE;COMMUNE;;Rue des Roberdières;Rue des Roberdières;Existant;2019;Aire de covoiturage;En surface;False;1.8;50;;;;;Libre;;Gratuit;Ouvert 24h/24h;Arrêté n°A2019-213 du 27/12/2019;6;8576;4,9555483807411;45,7457903015605
Place Louis Danis;P371;;Sathonay-Village;69293;COMMUNE;COMMUNE;;Rue des Tilleuls;Rue des Tilleuls;Existant;;Poche de stationnement;En surface;False;;60;0;6;0;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;1928;4,87911048577876;45,8324811059981
La petite enfance;P265;;Vernaison;69260;COMMUNE;COMMUNE;;Chemin du Pelet;Chemin du Pelet;Existant;;Poche de stationnement;En surface;False;;37;0;0;0;2;Libre;;Gratuit;Ouvert 24h/24h;;5;6082;4,81274293754977;45,6520362080779
Chemin du Barthélémy;P242;;Charbonnières-les-Bains;69044;GRAND LYON;GRAND LYON;;Chemin du Barthélémy;Chemin du Barthélémy;Existant;;Poche de stationnement;En surface;False;;12;0;8;0;1;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;;5;1003;4,73884996919105;45,7821519057215
Parking Célestins;P12;10;Lyon 2e Arrondissement;69382;GRAND LYON;LPA;LPA0732;Rue Gaspard André;Rue Charles Dullin;Existant;1992;Parc concédé GL;En ouvrage (sous-sol);True;1.9;411;40;55;2;;Mixte;Mixte;Payant;Ouvert 24h/24h;;1;730;4,83116278653219;45,7598303567546
Vassieux Strasbourg;P552;;Caluire-et-Cuire;69034;GRAND LYON;GRAND LYON;;Route de Strasbourg;Route de Strasbourg;Existant;;Poche de stationnement;En surface;False;;18;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6915;4,86473622534081;45,7917285912373
Place Maurice Bariod;P882;;Lyon 9e Arrondissement;69389;GRAND LYON;GRAND LYON;;Rue Albert Camus;Rue Albert Camus;Existant;;Poche de stationnement;En surface;False;;25;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h;;5;8242;4,8245861007147;45,8027176542274
Place Jean Moulin;P589;;Bron;69029;GRAND LYON;GRAND LYON;;Rue Louis Pergaud;Rue de Lessivas;Existant;;Poche de stationnement;En surface;False;;100;0;4;0;0;Horaire;Mixte;Gratuit;Ouvert 24h/24h;;5;6988;4,91937054238796;45,7425313393657
Marius Dorée;P468;;Vernaison;69260;GRAND LYON;GRAND LYON;;Rue Marion;Rue Marion;Existant;;Poche de stationnement;En surface;False;;22;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6085;4,81237383521805;45,6480635735994
Vitacuire/Kuehne Nagel;P9020;;Meyzieu;69282;;SERL;;Rue Jean Jaurès;;Existant;2014;Covoiturage spontané;;;;;;;;;;;;;Stop covoiturage;8;8372;5,01833263463483;45,7742338828712
La Grande Charrière;P405;;Genay;69278;COMMUNE;COMMUNE;;Rue de la Grande Charrière;Rue de la Grande Charrière;Existant;2010;Poche de stationnement;En surface;False;;4;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h;;5;2893;4,83280535540786;45,8980197635803
Pollionnay - Médiathèque;P973;;;;COMMUNE;COMMUNE;;Route de la Croix de Ban;Route de la Croix de Ban;Existant;;Aire de covoiturage hors GL;En surface;False;;25;;;;;Libre;;Gratuit;Ouvert 24h/24h;;7;8357;4,66040342689659;45,7649696947458
Collège;P784;;Mions;69283;GRAND LYON;GRAND LYON;;Avenue des Tilleuls;Avenue des Tilleuls;Existant;;Poche de stationnement;En surface;False;;54;0;4;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;8120;4,95496519993965;45,6693177281614
Place de Manissieux;P866;;Saint-Priest;69290;GRAND LYON;GRAND LYON;;Rue Jules Verne;Rue Jules Verne;Existant;;Poche de stationnement;En surface;False;;23;0;0;0;1;Horaire;Commerciale;Zone bleue;Ouvert 24h/24h;;5;8225;4,97985021053344;45,701088247303
Jean Christophe;P459;;Neuville-sur-Saône;69143;GRAND LYON;GRAND LYON;;Avenue Jean Christophe;Avenue Jean Christophe;Existant;;Poche de stationnement;En surface;False;;100;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;Fermé une semaine avant le 01/05, avant le jour de Pâques et avant le 14/07;5;5762;4,83673301244244;45,879327934033
Stade;P801;;Montanay;69284;COMMUNE;COMMUNE;;Route des Echets;Route des Echets;Existant;1980;Poche de stationnement;En surface;False;;60;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;8138;4,8717413423072;45,88216066292
Liberté;P809;;Grigny;69096;GRAND LYON;GRAND LYON;;Avenue de la Liberté;Avenue de la Liberté;Existant;;Poche de stationnement;En surface;False;;17;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;8158;4,78384135398703;45,6111214083787
Esplanade Général Charles de Gaulle;P902;;Fontaines-Saint-Martin;69087;COMMUNE;COMMUNE;;Rue des Prolières;Rue des Prolières;Existant;;Poche de stationnement;En surface;False;;27;0;8;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;8262;4,85733219586211;45,8455995770372
Yzeron - Mairie;P979;;;;COMMUNE;COMMUNE;;Grande rue;Grande rue;Existant;;Aire de covoiturage hors GL;En surface;False;;25;0;0;0;2;Libre;;Gratuit;Ouvert 24h/24h;;7;8364;4,59213981084254;45,7072078237634
Gambetta;P345;;Vénissieux;69259;COMMUNE;COMMUNE;;Rue Gambetta;Rue Gambetta;Existant;;Poche de stationnement;En surface;False;;100;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;1105;4,88336684091002;45,6976587189611
Place Daniel Balavoine;P852;;Saint-Priest;69290;GRAND LYON;GRAND LYON;;Rue Michel Petrucciani;Rue Michel Petrucciani;Existant;;Poche de stationnement;En surface;False;;38;0;0;0;2;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;;5;8210;4,93987032627822;45,6938799087055
P+R Meyzieu Gare;P48;44;Meyzieu;69282;SYTRAL;TCL;MEYG;Rue de la Gare;Rue de la Gare;Existant;2007;P+R Sytral;En surface;True;2.0;103;0;102;0;3;Libre;;Gratuit;Nuit;T3 - Avec contrôle d'accès;3;763;4,99824665389746;45,7715100170877
La Rochelière;P575;;Dardilly;69072;COMMUNE;COMMUNE;;Rue de la Mairie;Rue de la Mairie;Existant;;Poche de stationnement;En surface;False;;48;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6963;4,75359616895979;45,8059696242062
Eglise Saint-Maurice;P130;;Francheville;69089;PRIVE;PRIVE;;Avenue du Chater;Avenue du Chater;Existant;;Parc privé (ou concédé non GL);En surface;False;;50;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;4;1610;4,77313179799028;45,7386631178746
Parking P3 - Aéroport Lyon - St-Exupéry;P1056;113;;;;;;Aéroport Saint Exupéry;Aéroport Saint Exupéry;Existant;;Parc privé (ou concédé non GL);En surface;True;2.6;170;;0;0;4;Horaire;Commerciale;Payant;Ouvert 24h/24h;durée de stationnement 2h maxi;4;8520;5,07437086443278;45,7184814589739
La Bottière;P953;;Quincieux;69163;COMMUNE;COMMUNE;;Chemin des Poyets;Chemin des Poyets;Existant;;Poche de stationnement;En surface;False;;30;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;8316;4,77462569887095;45,9161463892148
Thirard;P437;;Saint-Fons;69199;GRAND LYON;GRAND LYON;;Rue de la Tannerie;Rue Thirard;Existant;2011;Poche de stationnement;En surface;False;2.5;11;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;4483;4,85990577327061;45,7097355790718
Faïenciers;P826;;Grigny;69096;GRAND LYON;GRAND LYON;;Rue des Faïenciers;Rue des Faïenciers;Existant;2008;Poche de stationnement;En surface;False;;15;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h;;5;8175;4,78345014048628;45,5989742488879
Cimetière;P315;;Écully;69081;COMMUNE;COMMUNE;;Avenue des Granges;Avenue des Granges;Existant;;Poche de stationnement;En surface;False;;21;;;;;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;1075;4,77319411226869;45,7689345338489
Métropole;P1094;;Vaulx-en-Velin;69256;GRAND LYON;GRAND LYON;;Avenue du 8 Mai 1945;Avenue du 8 Mai 1945;Existant;2015;Poche de stationnement;En surface;False;;16;0;0;0;1;Libre;Mixte;Zone bleue;Ouvert 24h/24h;;5;8573;4,91234306889961;45,7883422311334
Eglise;P331;;Fleurieu-sur-Saône;69085;COMMUNE;COMMUNE;;Grande Rue;Grande Rue;Existant;;Poche de stationnement;En surface;False;;18;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;1091;4,84537140335443;45,8616159012607
Albigny - Gare;P9001;;Albigny-sur-Saône;69003;;TSMO;;Route des Monts d'Or;;Existant;;Covoiturage spontané;;;;;;;;;;;;;Autohop;8;8578;4,83172971041723;45,8755223860827
Place Masson-Cretin;P516;;Saint-Genis-les-Ollières;69205;GRAND LYON;GRAND LYON;;Rue Piccandet;Rue André Sartoretti;Existant;;Poche de stationnement;En surface;False;;3;0;0;0;0;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;;5;6178;4,72544224931544;45,7551747763434
Square Croix Tournus;P342;;Oullins;69149;COMMUNE;COMMUNE;;Rue de la Camille;Rue de la Camille;Existant;;Poche de stationnement;En surface;False;;25;;;;;Libre;;Gratuit;Ouvert 24h/24h;;5;1099;4,80179751946315;45,7143175541575
Gymnase du Raquin;P257;;Chassieu;69271;COMMUNE;COMMUNE;;Boulevard du Raquin;Boulevard du Raquin;Existant;;Poche de stationnement;En surface;False;1.9;78;;;;2;Libre;;Gratuit;Nuit;23h-6h;5;1018;4,98020397676093;45,7408978969703
Eglise Saint-Claude;P309;;Dardilly;69072;COMMUNE;COMMUNE;;Chemin de Pierre Blanche;Chemin de Pierre Blanche;Existant;;Poche de stationnement;En surface;False;;25;0;0;0;1;Libre;Mixte;Gratuit;Marché;vendredi après-midi 15h-20h;5;1069;4,75035736889854;45,8190343113323
RPA;P788;;Craponne;69069;COMMUNE;COMMUNE;;Rue Jean Claude Martin;Rue Jean Claude Martin;Existant;;Poche de stationnement;En surface;False;;9;0;0;0;1;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;;5;8124;4,72730377910361;45,7463054667027
Parc du Château;P1001;;Vaulx-en-Velin;69256;COMMUNE;COMMUNE;;Rue Franklin;Rue Franklin;Existant;2014;Poche de stationnement;En surface;False;;20;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8451;4,92750385438083;45,788116735158
Fort de Champvillard;P916;;Irigny;69100;COMMUNE;COMMUNE;;Chemin de Champvillard;Chemin de Champvillard;Existant;;Poche de stationnement;En surface;False;;50;0;0;0;1;Libre;;Gratuit;;;5;8277;4,81345721546805;45,6712971675202
Place Docteur Chauviré;P388;;Genay;69278;GRAND LYON;GRAND LYON;;Rue de la Gare;Rue de la Gare;Existant;1974;Poche de stationnement;En surface;False;;57;0;0;0;0;;;Gratuit;Ouvert 24h/24h;;5;2563;4,83690111630024;45,8982385591696
Place de la Mairie (ancien marché);P496;;La Tour-de-Salvagny;69250;GRAND LYON;GRAND LYON;;Rue de la Mairie;Rue de l'Eglise;Existant;;Poche de stationnement;En surface;False;;25;0;0;0;1;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;;5;6148;4,71618017381107;45,8145491258655
Cimetière;P559;;Corbas;69273;GRAND LYON;GRAND LYON;;Rue du Champ Blanc;Rue du Champ Blanc;Existant;;Poche de stationnement;En surface;False;;17;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;6932;4,89941803843816;45,6754026742485
Halte Ferroviaire Les Flachères;P73;72;Charbonnières-les-Bains;69044;RFF;SNCF;SNCF_24;Ch. de la Halte des Flachères;Ch. de la Halte des Flachères;Existant;;P+R Gare;En surface;False;;10;0;4;0;0;Libre;;Gratuit;Ouvert 24h/24h;Lyon-Lozanne;2;683;4,75370875863812;45,7772366271799
Macé Alsace;P663;;Décines-Charpieu;69275;;;;Avenue Jean Macé;Avenue Jean Macé;Existant;;Poche de stationnement;En surface;False;;14;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h;;5;7093;4,95606616161156;45,767638566112
La Camille;P339;;Oullins;69149;COMMUNE;COMMUNE;;Rue de la Camille;Rue de la Camille;Existant;;Poche de stationnement;En surface;False;;100;;;;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;1102;4,80213962037728;45,7131985492032
Aqueduc Médiathèque;P312;;Dardilly;69072;COMMUNE;COMMUNE;;Chemin de la Liasse;Chemin de la Liasse;Existant;1991;Poche de stationnement;En surface;False;;160;2;2;0;4;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;1072;4,75571520278266;45,8125167765745
Gare de Saint-Germain-au-Mont-d'Or;P97;90;Saint-Germain-au-Mont-d'Or;69207;GRAND LYON;SNCF;SNCF_28;Avenue Louis Armand;Avenue Louis Armand;Existant;2009;P+R Gare;En surface;False;2.2;64;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;Lyon-Mâcon;2;8014;4,80521296315131;45,8906945433849
Poleymieux - Rivière;P9020;;Poleymieux-au-Mont-d'Or;69153;;;;Route de la Rivière;;Existant;;Covoiturage spontané;;;;;;;;;;;;;Autohop;8;8527;4,8046638167415;45,854775030861
Cuzin;P1015;;Vaulx-en-Velin;69256;GRAND LYON;GRAND LYON;;Rue Cuzin;Rue Driss Benzekri;Existant;;Poche de stationnement;En surface;False;;28;0;6;0;3;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8465;4,91670988535251;45,775357093855
Montanay - Mairie;P9016;;Montanay;69284;;;;Rue Centrale;;Existant;;Covoiturage spontané;;;;;;;;;;;;;Autohop;8;8522;4,85853734976124;45,8788998838255
Charles de Gaulle;P521;;Saint-Genis-les-Ollières;69205;COMMUNE;COMMUNE;;Rue Piccandet;Rue Piccandet;Existant;;Poche de stationnement;En surface;False;;12;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6183;4,72463435734016;45,7561070001462
Parking Cité Internationale P1;P28;17;Lyon 6e Arrondissement;69386;GRAND LYON;INDIGO;[PARKING_17];Quai Charles de Gaulle;Quai Charles de Gaulle;Existant;1993;Parc concédé GL;En ouvrage (sous-sol);True;1.9;1155;0;0;;;Mixte;Mixte;Payant;Ouvert 24h/24h;706 places disponibles (444 déléguées GL);1;725;4,85260714971569;45,7849453048823
Parking des Pavillons;P231;;Caluire-et-Cuire;69034;GRAND LYON;GRAND LYON;;Impasse des Pavillons;Impasse des Pavillons;Existant;;Poche de stationnement;En surface;False;;17;0;0;0;1;Horaire;Commerciale;Payant;Ouvert 24h/24h;;5;991;4,84855442783077;45,8007498932377
La Poste;P369;;Saint-Cyr-au-Mont-d'Or;69191;;;;Rue Jean et Catherine Reynier;Rue Jean et Catherine Reynier;Existant;;Poche de stationnement;En surface;False;;37;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;;5;1926;4,81835273698256;45,8158447882378
Stade Djorkaeff;P666;;Décines-Charpieu;69275;;;;Avenue Bernard Palissy;Avenue Bernard Palissy;Existant;;Poche de stationnement;En surface;False;;14;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;7106;4,94251390209273;45,7710845978917
Eglise St Pie X;P906;;Irigny;69100;PRIVE;PRIVE;;Avenue de Verdun;Avenue de Verdun;Existant;;Poche de stationnement;En surface;False;;25;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;8266;4,82341350884959;45,6879477674569
Mouton;P684;;Saint-Genis-Laval;69204;;;;Rue des Collonges;Rue des Collonges;Existant;;Poche de stationnement;En surface;False;;22;0;0;0;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;7141;4,79819236255519;45,6941261999409
Marché des Minguettes;P347;;Vénissieux;69259;GRAND LYON;GRAND LYON;;Rue Edouard Hériot;Rue Edouard Hériot;Existant;;Poche de stationnement;En surface;False;;725;0;0;0;0;Libre;;Gratuit;Marché;jeudi matin + samedi matin;5;1107;4,8765779913586;45,6958410966553
St Maurice de Beynost;P952;;;;;;;Chemin du Pilon;Chemin du Pilon;Existant;2015;Aire de covoiturage hors GL;En surface;False;;80;;;;2;Libre;;Gratuit;Ouvert 24h/24h;CCMP;7;8315;4,98918364274104;45,8208412782611
Gare de Brignais;P1083;;;;;SNCF;;Avenue de la Gare;Chemin de la Fonderie;Existant;;P+R Gare;En surface;False;;180;;;0;5;Libre;Mixte;Gratuit;Ouvert 24h/24h;;2;8545;4,76365959990833;45,6737721000174
Ferrer;P671;;Décines-Charpieu;69275;;;;Rue Francisco Ferrer;Rue Francisco Ferrer;Existant;;Poche de stationnement;En surface;False;;21;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;7111;4,975692095837;45,7777080859915
Place Jules Ferry nord;P876;;Lyon 6e Arrondissement;69386;;;;Boulevard Jules Favre;Boulevard Jules Favre;Existant;;Poche de stationnement;En surface;False;;90;;;0;1;Horaire;Commerciale;Payant;Ouvert 24h/24h;horodateurs;5;8236;4,85926350850658;45,767475782977
Croix des Rampeaux A;P818;;Grigny;69096;;;;Avenue de la Liberté;Avenue de la Liberté;Existant;;Poche de stationnement;En surface;False;;7;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h;;5;8167;4,78547783754762;45,6114066397367
